UID,Targets
72339,"[tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(3.), tensor(3.), tensor(5.), tensor(2.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(1.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.)]"
55338,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
23863,"[tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.)]"
23361,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.)]"
189,"[tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(2.), tensor(5.), tensor(3.), tensor(2.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.)]"
151595,"[tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.)]"
56222,"[tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(3.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(5.), tensor(5.), tensor(1.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(1.), tensor(1.), tensor(4.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(1.), tensor(1.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.)]"
138125,"[tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.)]"
9155,"[tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
58473,"[tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.)]"
102054,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
100288,"[tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.)]"
161050,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
10785,"[tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(2.), tensor(5.), tensor(4.), tensor(2.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
124152,"[tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.)]"
179085,"[tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.)]"
135703,"[tensor(5.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(3.), tensor(3.), tensor(5.)]"
81495,"[tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(2.), tensor(3.), tensor(3.), tensor(3.), tensor(5.), tensor(3.), tensor(3.), tensor(3.), tensor(2.), tensor(2.), tensor(2.), tensor(4.), tensor(2.), tensor(2.), tensor(1.), tensor(1.), tensor(1.), tensor(2.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(2.), tensor(2.), tensor(2.), tensor(2.), tensor(3.), tensor(2.), tensor(4.), tensor(3.), tensor(2.), tensor(4.), tensor(4.), tensor(5.), tensor(1.), tensor(3.), tensor(4.), tensor(1.), tensor(2.), tensor(2.), tensor(4.), tensor(5.), tensor(4.), tensor(2.), tensor(4.), tensor(1.), tensor(4.), tensor(2.), tensor(3.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(2.), tensor(2.), tensor(2.), tensor(3.), tensor(2.), tensor(5.), tensor(3.), tensor(2.), tensor(2.), tensor(2.), tensor(1.), tensor(5.), tensor(3.), tensor(3.), tensor(4.), tensor(2.), tensor(5.), tensor(2.), tensor(1.), tensor(4.), tensor(3.), tensor(2.), tensor(3.), tensor(2.), tensor(1.), tensor(5.), tensor(1.), tensor(4.), tensor(1.), tensor(4.), tensor(4.), tensor(3.), tensor(2.), tensor(2.), tensor(2.), tensor(1.), tensor(2.), tensor(3.), tensor(2.), tensor(4.), tensor(3.), tensor(2.), tensor(2.), tensor(4.), tensor(5.), tensor(3.), tensor(1.), tensor(3.), tensor(2.), tensor(2.), tensor(2.), tensor(1.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(1.), tensor(3.), tensor(2.), tensor(2.), tensor(3.), tensor(2.), tensor(3.), tensor(3.), tensor(3.), tensor(1.), tensor(4.), tensor(3.), tensor(4.), tensor(3.), tensor(3.), tensor(2.), tensor(2.), tensor(2.), tensor(4.), tensor(2.), tensor(1.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(2.), tensor(5.), tensor(2.), tensor(3.), tensor(2.), tensor(4.), tensor(3.), tensor(1.), tensor(2.), tensor(3.), tensor(5.), tensor(2.), tensor(2.), tensor(1.), tensor(3.), tensor(2.), tensor(3.), tensor(3.), tensor(3.), tensor(2.), tensor(3.), tensor(4.)]"
75997,"[tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.)]"
152905,"[tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(5.), tensor(5.), tensor(3.), tensor(5.)]"
132519,"[tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(5.)]"
12742,"[tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(1.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(1.), tensor(5.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(2.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(2.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(3.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.)]"
93298,"[tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(1.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(3.), tensor(4.), tensor(4.), tensor(2.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(4.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(4.), tensor(5.), tensor(5.), tensor(5.), tensor(4.)]"
10711,"[tensor(4.), tensor(3.), tensor(5.), tensor(5.), tensor(1.), tensor(2.), tensor(1.), tensor(4.), tensor(5.), tensor(5.), tensor(2.), tensor(1.), tensor(4.), tensor(4.), tensor(3.), tensor(3.), tensor(5.), tensor(5.), tensor(3.), tensor(1.), tensor(5.), tensor(5.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(4.), tensor(5.), tensor(2.), tensor(5.), tensor(3.), tensor(2.), tensor(1.), tensor(1.), tensor(1.), tensor(5.), tensor(5.), tensor(3.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(5.), tensor(4.), tensor(5.), tensor(3.), tensor(3.)]"
