UID,Predicts
37620,"[tensor(0.5959), tensor(0.8001), tensor(-0.7179), tensor(0.3456), tensor(0.4345), tensor(0.4174), tensor(-0.3344), tensor(-0.1888), tensor(0.7834), tensor(-0.5261), tensor(-0.3834), tensor(0.0175), tensor(-0.2339), tensor(-0.4204), tensor(-0.1631), tensor(0.1196), tensor(0.0144), tensor(-0.7493), tensor(-0.1256), tensor(-0.2314), tensor(-0.1973), tensor(0.1744), tensor(0.6521), tensor(0.4621), tensor(-0.3735), tensor(-1.1597), tensor(0.1377), tensor(0.8372), tensor(-0.3420), tensor(0.3979), tensor(0.0874), tensor(0.0034), tensor(-0.1438), tensor(1.2782)]"
180226,"[tensor(0.6274), tensor(0.3917), tensor(-0.0620), tensor(0.1001), tensor(0.3078), tensor(0.2971), tensor(0.4297), tensor(-0.4251), tensor(0.1997), tensor(-0.4692), tensor(-1.2138), tensor(0.3995), tensor(-0.0043), tensor(0.6705), tensor(-0.5032), tensor(-0.2467), tensor(0.5415), tensor(0.0185), tensor(0.1663), tensor(0.0051), tensor(0.2158), tensor(-0.1267)]"
70397,"[tensor(-0.0021), tensor(0.1166), tensor(0.8194), tensor(0.6842), tensor(0.2834), tensor(-0.2176), tensor(-1.0165), tensor(-0.5263), tensor(-0.4294), tensor(-0.1534), tensor(0.3239), tensor(-0.0964), tensor(0.1630), tensor(0.1241), tensor(-0.1886), tensor(0.0250), tensor(0.2279), tensor(-0.5681), tensor(0.0086), tensor(-0.0809), tensor(0.1630), tensor(-0.3571), tensor(0.1775), tensor(0.4134)]"
11364,"[tensor(0.2731), tensor(0.2305), tensor(-0.1757), tensor(-0.2014), tensor(0.0804), tensor(0.3306), tensor(-0.1175), tensor(-0.1221)]"
94803,"[tensor(0.2251), tensor(-0.0528), tensor(0.6978), tensor(-0.5128), tensor(0.2033), tensor(-0.4122), tensor(-0.2395), tensor(0.0220), tensor(0.4746), tensor(-0.1370), tensor(-0.2955), tensor(0.1427), tensor(0.0839), tensor(0.3281), tensor(0.4308), tensor(-0.1465), tensor(0.0893), tensor(-0.5071), tensor(0.2211), tensor(0.2728), tensor(-0.3183), tensor(-0.0206), tensor(-0.8275)]"
139463,"[tensor(-2.2065), tensor(4.1711), tensor(4.9766), tensor(3.3764), tensor(-1.8799), tensor(0.5438), tensor(5.6234)]"
67044,"[tensor(0.1497), tensor(0.3886), tensor(-0.3610), tensor(-0.2523), tensor(0.5162), tensor(-0.5961), tensor(0.7098), tensor(-0.8245), tensor(-0.5420), tensor(0.4466), tensor(0.4890), tensor(0.3270), tensor(-0.4088), tensor(-0.1843), tensor(-0.0051), tensor(-0.2166), tensor(0.6438), tensor(0.0478), tensor(-0.4645), tensor(0.6583), tensor(-0.0877), tensor(-0.0151), tensor(-0.1021), tensor(0.5193), tensor(-0.7172), tensor(-0.6820), tensor(-0.4362), tensor(-0.2702), tensor(-0.1780), tensor(0.3228), tensor(-0.1738), tensor(0.4031), tensor(0.1640), tensor(0.1996), tensor(0.2331), tensor(0.0177), tensor(0.0014), tensor(-0.0919), tensor(-0.4079), tensor(0.0073), tensor(0.1718), tensor(-0.3326), tensor(-0.2237), tensor(-0.1128), tensor(0.0547)]"
116387,"[tensor(-0.0111), tensor(0.0847), tensor(0.4463), tensor(0.0062), tensor(0.0304), tensor(-0.3085), tensor(-0.1408), tensor(0.3976), tensor(-0.2204), tensor(0.4581), tensor(-0.0827), tensor(-0.1900), tensor(-0.1169), tensor(-0.0529), tensor(-0.1045), tensor(0.2685), tensor(0.0875), tensor(-0.1762), tensor(0.0118), tensor(-0.0779), tensor(-0.3859), tensor(-0.1365), tensor(0.1324), tensor(0.1861), tensor(0.0618), tensor(0.1665), tensor(-0.1579), tensor(-0.2681), tensor(-0.3755), tensor(0.3187), tensor(0.3831), tensor(-0.0693), tensor(0.2553), tensor(-0.3453), tensor(-0.1555), tensor(0.1054), tensor(-0.0760), tensor(-0.7178), tensor(-0.2587), tensor(0.1153), tensor(-0.2992), tensor(-0.2155), tensor(-0.1320), tensor(-0.3386), tensor(-0.3601), tensor(0.2033), tensor(0.1619), tensor(0.2468), tensor(-0.0079), tensor(0.0752), tensor(0.2100), tensor(0.3154), tensor(0.0942), tensor(0.5318), tensor(0.1988), tensor(0.2619), tensor(0.4408), tensor(-0.3028), tensor(0.1048), tensor(0.0092), tensor(0.0961), tensor(0.2145), tensor(-0.0124), tensor(-0.1531), tensor(0.2367), tensor(-0.0070), tensor(0.4270), tensor(0.0171), tensor(0.1221), tensor(-0.1008), tensor(0.0375), tensor(0.2395), tensor(0.0964), tensor(-0.0954), tensor(-0.2737), tensor(-0.4061), tensor(-0.2003), tensor(0.2096), tensor(0.4473), tensor(0.0849), tensor(-0.6446), tensor(-0.4943), tensor(-0.0770), tensor(-0.0899), tensor(-0.1713), tensor(-0.0048), tensor(0.0894), tensor(-0.0203), tensor(-0.7383), tensor(-0.3452), tensor(0.0908), tensor(0.0524), tensor(0.3360), tensor(-0.7958), tensor(0.1656), tensor(0.2756), tensor(-0.0764), tensor(0.2941), tensor(-0.1278), tensor(0.5104), tensor(0.3691), tensor(0.2429), tensor(0.1561), tensor(-0.0460), tensor(-0.1575), tensor(-0.4505), tensor(-0.1342), tensor(0.0774), tensor(-0.1749), tensor(0.1778), tensor(0.2309), tensor(-0.0300), tensor(0.2129), tensor(-0.1337), tensor(0.2404), tensor(-0.1628), tensor(-0.1473), tensor(0.0992), tensor(0.4184), tensor(-0.1266), tensor(0.6790), tensor(0.0671), tensor(0.0833), tensor(0.1298), tensor(0.5417), tensor(0.2639), tensor(0.8687), tensor(-0.1824), tensor(0.4240), tensor(-0.5259), tensor(0.2121), tensor(0.1373), tensor(-0.1589), tensor(0.5477), tensor(0.1606), tensor(-0.0163), tensor(0.0918), tensor(-0.6410), tensor(-0.4230), tensor(0.1985), tensor(-0.1645), tensor(0.4219), tensor(-0.0666), tensor(0.2425), tensor(0.3656), tensor(-0.4626), tensor(-0.2068), tensor(-0.2018), tensor(-0.4296), tensor(-0.1935), tensor(-0.0886)]"
178748,"[tensor(-0.0672), tensor(0.1981), tensor(-0.1744), tensor(-0.1507), tensor(0.3795), tensor(0.0973), tensor(-0.4340), tensor(0.4158), tensor(-0.0410), tensor(0.3198), tensor(0.3965), tensor(-0.2265), tensor(-0.0255), tensor(-0.2699), tensor(0.2158), tensor(-0.0367), tensor(-0.5653), tensor(-0.0510), tensor(-0.1512), tensor(0.3635), tensor(0.4360), tensor(0.5035), tensor(-0.3094), tensor(-0.4348), tensor(0.2800), tensor(0.1108), tensor(0.5696), tensor(-0.1504), tensor(-0.1282), tensor(-0.1988), tensor(0.0167), tensor(-0.1257), tensor(0.2944), tensor(-0.2109), tensor(0.1844), tensor(-0.1101), tensor(0.2096), tensor(-0.2448), tensor(0.0596), tensor(0.6732), tensor(-0.1322), tensor(0.0935), tensor(-0.2381), tensor(-0.1323), tensor(-0.1997), tensor(-0.0649), tensor(-0.0518), tensor(-0.5078), tensor(0.0966), tensor(0.4351), tensor(-0.1385), tensor(-0.1185), tensor(0.3005), tensor(0.0214), tensor(0.3155), tensor(-0.3285), tensor(0.1182), tensor(-0.1494), tensor(0.0464), tensor(-0.3432), tensor(-0.3887), tensor(0.1816), tensor(-0.1825), tensor(0.0507), tensor(0.3097), tensor(0.0652), tensor(0.0912), tensor(0.2512), tensor(0.3504), tensor(0.3692), tensor(0.0543), tensor(0.0934), tensor(0.3552), tensor(0.0758), tensor(0.1178), tensor(0.5843), tensor(0.1013), tensor(-0.0639), tensor(0.0967), tensor(0.0376), tensor(0.3295), tensor(-0.3456), tensor(0.4363), tensor(0.1937), tensor(-0.0098), tensor(0.4453), tensor(-0.3361), tensor(0.1074), tensor(-0.0312), tensor(-0.4134), tensor(0.1047), tensor(-0.2093), tensor(0.1650), tensor(-0.0066), tensor(0.2611), tensor(0.1191), tensor(0.0635), tensor(0.0682), tensor(-0.0011), tensor(-0.0770), tensor(-0.4032), tensor(-0.0132), tensor(-0.1770), tensor(-0.2928), tensor(-0.4748), tensor(0.2722), tensor(-0.4465), tensor(0.0309), tensor(-0.0977), tensor(-0.1209), tensor(0.2764), tensor(-0.3759), tensor(-0.1458), tensor(0.0630), tensor(-0.0791), tensor(0.4295), tensor(0.1159), tensor(0.0155), tensor(-0.0524), tensor(-0.2359), tensor(-0.4206)]"
5170,"[tensor(-0.0899), tensor(0.9793), tensor(0.1996), tensor(-0.5858), tensor(-0.2986), tensor(0.2940), tensor(0.2389), tensor(-0.5171), tensor(-0.2614), tensor(-0.1292), tensor(0.5520), tensor(0.3156), tensor(0.0288), tensor(0.1243), tensor(-0.4805), tensor(0.4327), tensor(-0.5270), tensor(-0.5805), tensor(0.1068), tensor(0.5087), tensor(-0.1845), tensor(0.3646), tensor(0.5438), tensor(0.2249), tensor(-0.7836), tensor(0.6008), tensor(0.0810), tensor(0.2584), tensor(-0.4843), tensor(-0.6349), tensor(-0.0303), tensor(0.1993), tensor(-0.2133), tensor(-0.0794), tensor(0.0105), tensor(0.2329), tensor(0.0502), tensor(0.4906), tensor(-0.3249), tensor(0.3861), tensor(-0.1616), tensor(-0.1089), tensor(-0.0277), tensor(0.2404), tensor(-0.2165), tensor(0.1057), tensor(0.2411), tensor(-0.5374), tensor(0.4545), tensor(-0.0774), tensor(-0.0043), tensor(-0.3816), tensor(-0.6736), tensor(-0.2842), tensor(-0.4672), tensor(0.4817), tensor(0.2099), tensor(-0.7545), tensor(-0.5820), tensor(-0.3209), tensor(0.1087), tensor(0.3556), tensor(0.3201), tensor(0.2980), tensor(-0.4114), tensor(-1.1055), tensor(-0.0664), tensor(-0.3841), tensor(-0.0858), tensor(-0.3246), tensor(-0.0289), tensor(0.0163), tensor(0.0954), tensor(0.2839), tensor(0.4548), tensor(-0.6482), tensor(0.7549), tensor(-0.2023), tensor(-0.3813), tensor(-0.4036), tensor(-0.5236), tensor(-0.0852), tensor(-0.1466), tensor(-0.7736), tensor(0.3770), tensor(-0.3460), tensor(-0.3162)]"
93151,"[tensor(0.6082), tensor(-0.5282), tensor(0.3928), tensor(0.2485), tensor(-0.1804)]"
85103,"[tensor(0.1615), tensor(0.0162), tensor(0.0039), tensor(0.1711), tensor(0.6591), tensor(-0.1527), tensor(-0.1653), tensor(0.1939), tensor(0.0287), tensor(-0.0667), tensor(0.0183), tensor(0.1888)]"
74745,"[tensor(-0.3198), tensor(-0.2175), tensor(-0.4012), tensor(-0.4700), tensor(-0.1183), tensor(0.5285), tensor(0.5886), tensor(0.4318)]"
46041,"[tensor(-0.8993), tensor(0.3595), tensor(0.4010), tensor(0.3355), tensor(-0.5096), tensor(0.0212), tensor(-0.0312), tensor(0.1528), tensor(-0.0626), tensor(0.5358), tensor(0.0812), tensor(-0.9684), tensor(0.1272)]"
26248,"[tensor(0.3294), tensor(0.1392), tensor(-0.7977), tensor(0.4329), tensor(0.6389), tensor(0.3814), tensor(0.1427), tensor(0.0051), tensor(0.5581)]"
64750,"[tensor(-0.5014), tensor(0.3708), tensor(-0.0727), tensor(0.8373), tensor(-1.6072), tensor(-0.0468), tensor(-0.0197), tensor(-0.0697), tensor(-0.3363), tensor(0.9830)]"
73553,"[tensor(0.0432), tensor(0.5366), tensor(0.2647), tensor(-0.3915), tensor(-0.0324), tensor(-0.2422), tensor(-0.4815), tensor(-0.4820), tensor(-0.3788), tensor(-0.1828), tensor(0.3049), tensor(0.3371), tensor(0.0748), tensor(0.3119), tensor(-0.0217), tensor(-0.4341), tensor(0.1476), tensor(-0.0212), tensor(0.1970), tensor(-0.0661), tensor(-0.4564), tensor(0.3167), tensor(-0.6042), tensor(-0.0363), tensor(0.1513), tensor(0.3968), tensor(0.0077), tensor(0.2911), tensor(-0.1026), tensor(-0.5311), tensor(-0.4271), tensor(-0.3939), tensor(-0.5130), tensor(-0.3755), tensor(-0.4786), tensor(0.4127), tensor(0.0485), tensor(0.3496), tensor(-0.4126), tensor(-0.9337), tensor(-0.4091), tensor(-0.2066), tensor(0.2304), tensor(0.0577), tensor(0.0958), tensor(0.1135), tensor(-0.4494), tensor(-0.3376), tensor(0.1190), tensor(-0.1555), tensor(0.0535), tensor(0.0916), tensor(0.0816), tensor(-0.0480), tensor(-0.1056), tensor(0.6274), tensor(0.0876), tensor(-0.0538), tensor(-0.1560)]"
88428,"[tensor(-0.1943), tensor(0.0025), tensor(0.7387), tensor(0.0469), tensor(-0.6325)]"
115307,"[tensor(-0.2464), tensor(0.1191), tensor(0.6161), tensor(0.1959), tensor(-0.1114), tensor(0.5176), tensor(-0.3834), tensor(0.1045), tensor(0.1013), tensor(-0.0041)]"
8765,"[tensor(-0.6346), tensor(0.0077), tensor(-1.2282), tensor(-0.6869), tensor(0.8060), tensor(0.2786), tensor(-0.0145), tensor(0.1039), tensor(-0.1077), tensor(0.0176), tensor(1.0593), tensor(0.3313), tensor(0.3362), tensor(0.6956), tensor(-0.6965), tensor(0.1750), tensor(-0.2604), tensor(-0.4620), tensor(-0.4001)]"
180177,"[tensor(-0.4426), tensor(0.1576), tensor(-0.2263), tensor(-0.3273), tensor(-0.6953), tensor(-0.4623), tensor(0.3997), tensor(0.4900), tensor(-0.7009), tensor(-0.7556), tensor(1.0532), tensor(0.3141), tensor(-0.8600), tensor(0.5263), tensor(0.5891), tensor(0.1102), tensor(0.1930), tensor(-0.7046), tensor(0.9075), tensor(-0.7893), tensor(0.3338), tensor(-0.6428), tensor(0.3237), tensor(-0.0543), tensor(1.1551), tensor(-0.7691), tensor(-0.3386), tensor(-0.4827), tensor(-0.5845), tensor(-0.2743), tensor(0.3151), tensor(0.7283), tensor(-0.2529), tensor(0.4105), tensor(0.1408), tensor(-0.2356), tensor(-0.4390), tensor(0.0727), tensor(0.0493), tensor(0.4433), tensor(-0.0827), tensor(0.3873), tensor(1.1104), tensor(0.7500), tensor(0.3135)]"
140406,"[tensor(-0.1018), tensor(0.0398), tensor(0.6134), tensor(0.0059), tensor(0.5736), tensor(-0.2031), tensor(-0.1940), tensor(0.0494), tensor(-0.1486), tensor(0.1838), tensor(0.2270), tensor(0.3771), tensor(0.1072), tensor(-0.1069), tensor(-0.1981), tensor(0.5157), tensor(0.5870), tensor(0.4163), tensor(0.5127), tensor(0.3423), tensor(-0.4883), tensor(-0.1090), tensor(0.4098), tensor(0.8300), tensor(0.1499), tensor(0.2579), tensor(0.0705), tensor(0.2456), tensor(0.3765), tensor(0.0207), tensor(-0.3238), tensor(1.0450), tensor(0.5058), tensor(0.4065), tensor(0.4774), tensor(-0.6913), tensor(0.4156), tensor(-0.2190), tensor(-0.0510), tensor(0.0946), tensor(-0.7411), tensor(-0.3891), tensor(0.1421), tensor(-0.0418), tensor(0.3390), tensor(0.1020), tensor(0.3113), tensor(0.4564), tensor(0.2001), tensor(-0.4410), tensor(-0.2580), tensor(-0.5380), tensor(-0.3057), tensor(-0.4206), tensor(1.1118), tensor(-1.0694), tensor(-0.7712), tensor(0.6512), tensor(-0.3532), tensor(-1.2888), tensor(-0.3067), tensor(0.1106), tensor(0.0824), tensor(-0.1754), tensor(-0.1817), tensor(-0.5546), tensor(-0.2177), tensor(0.4522), tensor(-0.8533), tensor(-0.1822), tensor(-0.2915), tensor(0.2339), tensor(-0.2758), tensor(0.9980), tensor(-0.0726), tensor(-0.1596), tensor(-0.8439), tensor(-0.2319), tensor(0.9749), tensor(-0.4037), tensor(0.1338), tensor(-0.9808), tensor(-0.3334), tensor(-0.5060), tensor(0.0171), tensor(-0.7342), tensor(-0.0709), tensor(-0.3011), tensor(-0.8117), tensor(0.4937), tensor(0.1136), tensor(0.3302), tensor(0.1631), tensor(0.0190), tensor(0.4423), tensor(0.8087), tensor(0.5089), tensor(1.0016), tensor(0.2110), tensor(0.2879), tensor(0.1888), tensor(-0.1052), tensor(0.6488), tensor(0.1352), tensor(-0.1050), tensor(-0.4788), tensor(-0.4017), tensor(0.8364), tensor(-0.0949), tensor(-0.3328), tensor(0.2723), tensor(-0.4412), tensor(0.1676), tensor(0.5446), tensor(-0.0392), tensor(-0.2230), tensor(-0.2629), tensor(-0.4938), tensor(-0.4358), tensor(0.1199), tensor(-0.5266), tensor(-0.1007), tensor(-0.4673), tensor(-0.8965), tensor(-0.7051), tensor(-0.0430), tensor(0.5160), tensor(-0.0814), tensor(0.0567), tensor(-0.0073), tensor(0.0754), tensor(-0.5159), tensor(0.3415), tensor(-0.4715), tensor(-0.2157), tensor(0.3419), tensor(0.9800), tensor(0.8740), tensor(-0.6407), tensor(0.0049), tensor(0.0322), tensor(-0.0474), tensor(0.2764), tensor(-0.5072), tensor(-0.1091), tensor(0.0640), tensor(0.5607), tensor(0.0317), tensor(0.1477), tensor(0.3601), tensor(-0.2545), tensor(-0.1828), tensor(0.4079), tensor(0.2015), tensor(-0.2008), tensor(-0.5020), tensor(0.9476), tensor(0.6502), tensor(0.1247), tensor(-0.2308), tensor(0.0987), tensor(-0.9184), tensor(-0.0917), tensor(0.3257), tensor(-0.2739), tensor(0.2080), tensor(1.1833), tensor(-0.0032), tensor(-0.2903), tensor(0.4724), tensor(-0.2182), tensor(-0.3632), tensor(0.2114), tensor(0.0550), tensor(-0.0940), tensor(-0.6303), tensor(0.2122), tensor(-0.4452), tensor(0.0526), tensor(0.1645), tensor(-0.1792), tensor(-0.3040), tensor(0.3829), tensor(0.0333), tensor(-0.4001)]"
107329,"[tensor(0.5367), tensor(0.3473), tensor(0.1899), tensor(0.1719), tensor(-0.2139), tensor(-0.2138), tensor(-0.3222), tensor(-0.1783)]"
99743,"[tensor(-0.5024), tensor(-0.6933), tensor(1.0138), tensor(1.3849), tensor(0.8054), tensor(0.6235), tensor(0.0849), tensor(0.1639), tensor(-1.6063), tensor(0.0522), tensor(-0.6039), tensor(0.1244), tensor(-0.2335), tensor(-0.1840), tensor(-0.3206), tensor(0.1462), tensor(0.6910), tensor(0.8046), tensor(-1.1222), tensor(0.6987), tensor(1.1957), tensor(-0.2416), tensor(-0.3864), tensor(0.0505), tensor(0.8167), tensor(0.6013), tensor(0.4916), tensor(0.8138), tensor(-0.6933), tensor(-0.3173), tensor(0.6363), tensor(-0.4926), tensor(0.7453), tensor(-0.0853), tensor(-0.2444), tensor(-1.0522), tensor(0.0865), tensor(0.6071), tensor(-0.5153), tensor(1.0512), tensor(-0.5250), tensor(-0.3747), tensor(-1.0241), tensor(-1.2040), tensor(0.8893), tensor(-0.1920), tensor(-0.9760), tensor(0.3954), tensor(0.2968), tensor(0.5150)]"
57789,"[tensor(0.7748), tensor(0.2821), tensor(-0.0161), tensor(-0.0339), tensor(-0.5223), tensor(-0.2130), tensor(0.1088), tensor(-0.2829), tensor(0.0169), tensor(0.0528), tensor(0.3137), tensor(-0.0943), tensor(-0.2110), tensor(-0.2812), tensor(0.1896), tensor(0.3807), tensor(0.0439), tensor(0.3646), tensor(-0.1100), tensor(0.3120), tensor(-0.2886), tensor(-0.2625), tensor(-0.1873), tensor(0.2921), tensor(-0.0852), tensor(-0.2137), tensor(-0.0555), tensor(0.2377), tensor(-0.1221), tensor(0.2170), tensor(-0.2970), tensor(-0.0340), tensor(0.3727), tensor(0.3351), tensor(0.1806), tensor(0.2055), tensor(-0.0045), tensor(0.4590), tensor(0.2844), tensor(-0.3379), tensor(0.2530), tensor(-0.0701), tensor(0.3376), tensor(0.2353), tensor(-0.0143), tensor(0.2225), tensor(-0.0391), tensor(-0.1998), tensor(-0.1200), tensor(-0.1481), tensor(-0.3923), tensor(0.0365), tensor(-0.1136), tensor(0.5223), tensor(0.4090), tensor(0.0910), tensor(-0.2095), tensor(-0.0230), tensor(0.1390), tensor(0.4174), tensor(-0.3420), tensor(0.1052), tensor(-0.2649), tensor(0.2871), tensor(-0.0155), tensor(0.0814), tensor(0.2086), tensor(-0.1110), tensor(0.1166), tensor(0.4893), tensor(0.0908), tensor(-0.1976), tensor(-0.4540), tensor(-0.1254), tensor(-0.0154), tensor(-0.1559), tensor(0.0704), tensor(0.4398), tensor(-0.0839), tensor(-0.0872), tensor(0.2851), tensor(0.0328), tensor(-0.1290), tensor(-0.2107), tensor(-0.2565), tensor(-0.1926), tensor(0.2621), tensor(-0.0920), tensor(0.1822), tensor(-0.0485), tensor(-0.3084), tensor(-0.2487), tensor(-0.2098), tensor(-0.0359), tensor(0.4915), tensor(0.1669), tensor(0.1541), tensor(-0.1934), tensor(-0.4900), tensor(0.4726), tensor(0.0033), tensor(0.1371), tensor(-0.2513), tensor(-0.2338), tensor(0.3607), tensor(0.4612), tensor(0.4083), tensor(0.1354), tensor(0.0912), tensor(-0.0923), tensor(0.1040), tensor(0.0914), tensor(-0.1790), tensor(-0.3803), tensor(-0.1559), tensor(2.5630e-06), tensor(0.3124), tensor(-0.0295), tensor(0.0705), tensor(-0.4725)]"
43186,"[tensor(0.3381), tensor(0.1025), tensor(-0.3145), tensor(-0.0565), tensor(-0.1162), tensor(0.1604), tensor(0.3387), tensor(0.2983), tensor(0.1548), tensor(0.1447), tensor(0.0220), tensor(-0.0557), tensor(-0.1733), tensor(-0.0149), tensor(0.2256), tensor(-0.1743), tensor(0.1331)]"
70887,"[tensor(0.1912), tensor(-0.2677), tensor(-0.8148), tensor(0.0723), tensor(0.3765), tensor(-0.0756), tensor(0.4047), tensor(-0.4431), tensor(-0.4437), tensor(0.7197), tensor(-0.6396), tensor(0.0616), tensor(-0.4650), tensor(0.0009), tensor(-0.1517)]"
30713,"[tensor(-0.0723), tensor(-0.4951), tensor(-0.4803), tensor(-0.3729), tensor(-0.0257), tensor(0.1733), tensor(0.5033), tensor(0.0451), tensor(-0.0629), tensor(0.1380), tensor(0.2720), tensor(0.2124), tensor(0.5570), tensor(0.0072), tensor(0.0807), tensor(0.1135), tensor(-0.0562), tensor(0.4795), tensor(-0.4252), tensor(-0.0882), tensor(-0.4449), tensor(0.1765), tensor(0.1289), tensor(0.1897), tensor(-0.1999), tensor(0.0525)]"
139932,"[tensor(0.4096), tensor(-0.2593), tensor(0.8179), tensor(0.3209), tensor(0.7717), tensor(0.1008), tensor(-0.4289), tensor(0.2044), tensor(-0.5549), tensor(0.2417), tensor(0.1602), tensor(0.3340), tensor(-0.2896), tensor(-0.2559), tensor(0.5357), tensor(-1.2934), tensor(0.5896), tensor(0.1120), tensor(0.1719), tensor(-0.1814), tensor(0.2996), tensor(0.5129), tensor(-0.8230), tensor(0.1924), tensor(0.2455)]"
110322,"[tensor(-0.1194), tensor(0.0557), tensor(0.1699), tensor(-0.1842), tensor(0.2897), tensor(0.1187), tensor(-0.2815), tensor(0.6863), tensor(-0.1512), tensor(-0.5514), tensor(-0.4718), tensor(-0.2395), tensor(0.8636), tensor(0.2083), tensor(0.1487), tensor(0.1012), tensor(0.1051), tensor(-0.1064), tensor(-0.5752), tensor(-0.2790), tensor(0.0279), tensor(0.0374), tensor(0.4617), tensor(0.6166), tensor(-0.3514), tensor(0.3851), tensor(-0.2059), tensor(0.1186), tensor(-0.0647), tensor(-0.0347), tensor(0.2022), tensor(-0.4485), tensor(-0.3935), tensor(0.1534), tensor(-0.2559), tensor(-0.2966), tensor(0.0269), tensor(-0.0470), tensor(0.4843), tensor(-0.4104), tensor(-0.6587), tensor(-0.4206), tensor(0.0107), tensor(-0.5578), tensor(-0.0125), tensor(0.3818), tensor(0.1154), tensor(-0.3664), tensor(-0.1475), tensor(0.2350), tensor(-0.1797), tensor(0.2165), tensor(-0.4347), tensor(-0.1981), tensor(-0.1243), tensor(0.1818), tensor(0.3872), tensor(0.7773), tensor(0.0408), tensor(-0.1020), tensor(-0.2046), tensor(0.1726), tensor(0.0864), tensor(-0.2071), tensor(0.3833), tensor(0.0644), tensor(-0.2773), tensor(-0.1042), tensor(0.0578), tensor(-0.0764), tensor(-0.1254), tensor(0.0216), tensor(0.3644), tensor(0.2152), tensor(0.0321), tensor(-0.0812), tensor(-0.4682), tensor(-0.2607), tensor(0.0837), tensor(0.3528), tensor(-0.1742), tensor(0.1133), tensor(0.0944), tensor(0.3505), tensor(-0.3368), tensor(0.0337), tensor(0.4189), tensor(0.1143), tensor(-0.1378), tensor(-0.0278), tensor(0.3020), tensor(-0.0354), tensor(0.2207), tensor(0.3314), tensor(0.1129), tensor(-0.6498), tensor(0.0064), tensor(-0.0378), tensor(-0.0527), tensor(-0.0354), tensor(0.5646), tensor(-0.3625), tensor(0.2117), tensor(0.0153), tensor(0.5320), tensor(0.4375), tensor(-0.1222), tensor(-0.0897), tensor(0.0029), tensor(-0.1762), tensor(0.5678), tensor(-0.3255), tensor(-0.2915), tensor(-0.1125), tensor(0.0423), tensor(-0.5933), tensor(0.4618), tensor(0.4135), tensor(0.3123), tensor(-0.3043), tensor(-0.1306), tensor(0.2237), tensor(-0.0984), tensor(-0.4031), tensor(-0.3471), tensor(-0.0634), tensor(-0.3413), tensor(0.1348), tensor(-0.0265), tensor(-0.4338), tensor(-0.1180), tensor(0.0394), tensor(-0.0523), tensor(-0.4569), tensor(-0.1603), tensor(0.2419), tensor(0.0871), tensor(-0.1184), tensor(0.3292), tensor(-0.1101), tensor(-0.3623), tensor(-0.5318), tensor(0.3529), tensor(-0.2148), tensor(-0.5825), tensor(-0.5664), tensor(0.7122), tensor(0.0958), tensor(-0.0043), tensor(1.0065), tensor(0.3600), tensor(-0.2338), tensor(-0.3325), tensor(0.0147), tensor(-0.0762), tensor(0.1713), tensor(0.1452), tensor(-0.5848), tensor(-0.0270), tensor(-0.1565), tensor(-0.2280), tensor(0.2041), tensor(-0.2131), tensor(-0.1591), tensor(-0.2815), tensor(-0.1671), tensor(-0.5047), tensor(0.3546), tensor(-0.5678), tensor(0.2958), tensor(0.0192), tensor(-0.2113), tensor(0.3905), tensor(0.0740), tensor(-0.6591), tensor(0.0952), tensor(0.5473), tensor(0.9396), tensor(0.3394), tensor(0.0424), tensor(-0.5573), tensor(-0.2668), tensor(0.2183), tensor(0.7304), tensor(-0.3910), tensor(-0.1283), tensor(0.0564), tensor(0.4113), tensor(0.8092)]"
145568,"[tensor(-0.0970), tensor(0.3048), tensor(-0.2081), tensor(0.1240), tensor(0.0378), tensor(0.2451), tensor(-0.2324), tensor(-0.2508), tensor(-0.4264), tensor(0.3896), tensor(0.5007), tensor(-0.0321), tensor(-0.0099), tensor(-0.1347), tensor(0.1090), tensor(-0.3848), tensor(0.3695), tensor(0.0674), tensor(-0.2314), tensor(0.3387), tensor(-0.3877), tensor(0.4559), tensor(0.1662), tensor(-0.2358), tensor(-0.0481), tensor(-0.0526), tensor(-0.1194), tensor(-0.3626), tensor(0.0641), tensor(-0.4786), tensor(-0.0129), tensor(-0.3522), tensor(0.2121), tensor(-0.0895), tensor(0.1062), tensor(-0.0798), tensor(-0.2342), tensor(0.4597), tensor(-0.1765), tensor(-0.0100), tensor(0.3387), tensor(0.0155), tensor(-0.0452), tensor(0.0375), tensor(-0.1057), tensor(0.3540), tensor(-0.1186), tensor(-0.4348), tensor(0.0743), tensor(0.3315), tensor(0.3241), tensor(0.4273), tensor(0.2027), tensor(0.2759), tensor(0.0809), tensor(-0.2111), tensor(-0.3457), tensor(-0.1277), tensor(0.3632), tensor(0.1712), tensor(-0.0382), tensor(0.0333), tensor(0.0699), tensor(0.1067), tensor(0.1330), tensor(0.1578), tensor(0.0310), tensor(-0.0293), tensor(-0.1614), tensor(0.4080), tensor(0.0489), tensor(0.4759), tensor(-0.0987), tensor(0.0342), tensor(0.3175)]"
